transaction_id,is_fraud,fraud_reason,fraud_risk_score
T0022696,0,,0.22
T0022697,0,,0.64
T0022698,0,,0.07
T0022699,0,,0.11
T0022700,0,,0.67
T0022701,0,,0.08
T0022702,1,High risk transaction,0.97
T0022703,0,,0.06
T0022704,0,,0.5
T0022705,0,,0.22
T0022706,0,,0.33
T0022707,0,,0.28
T0022708,0,,0.39
T0022709,0,,0.73
T0022710,0,,0.4
T0022711,0,,0.09
T0022712,0,,0.89
T0022713,0,,0.91
T0022714,0,,0.15
T0022715,0,,0.47
T0022716,0,,0.61
T0022717,0,,0.04
T0022718,0,,0.58
T0022719,0,,0.26
T0022720,1,High risk transaction,0.73
T0022721,0,,0.24
T0022722,0,,0.58
T0022723,0,,0
T0022724,0,,0.73
T0022725,0,,0.66
T0022726,0,,0.82
T0022727,0,,0.34
T0022728,1,High risk transaction,0.99
T0022729,0,,0.73
T0022730,0,,0.22
T0022731,0,,0.99
T0022732,0,,0.22
T0022733,0,,0.54
T0022734,0,,0.9
T0022735,0,,0.69
T0022736,0,,0.83
T0022737,0,,0.09
T0022738,0,,0.07
T0022739,0,,0.78
T0022740,0,,0.63
T0022741,0,,1
T0022742,0,,0.42
T0022743,0,,0.35
T0022744,0,,0.78
T0022745,0,,0.7
T0022746,0,,0.55
T0022747,0,,0.02
T0022748,0,,0.43
T0022749,0,,0.41
T0022750,0,,0.63
T0022751,0,,0.07
T0022752,0,,0.11
T0022753,0,,0.12
T0022754,0,,0.18
T0022755,0,,0.67
T0022756,0,,0.82
T0022757,0,,0.42
T0022758,0,,0.65
T0022759,0,,0.43
T0022760,0,,0.19
T0022761,0,,0.36
T0022762,0,,0.18
T0022763,0,,0.09
T0022764,0,,0.02
T0022765,0,,0.26
T0022766,1,High risk transaction,0.85
T0022767,0,,0.28
T0022768,0,,0.67
T0022769,0,,0.82
T0022770,0,,0.86
T0022771,0,,0.16
T0022772,1,High risk transaction,0.91
T0022773,0,,0.73
T0022774,0,,0.44
T0022775,0,,0.65
T0022776,0,,0.52
T0022777,0,,0.09
T0022778,0,,0.53
T0022779,0,,0.79
T0022780,0,,0.5
T0022781,0,,0.61
T0022782,0,,0.37
T0022783,0,,0.49
T0022784,0,,0.19
T0022785,0,,0.22
T0022786,0,,0.36
T0022787,0,,0.41
T0022788,1,High risk transaction,0.92
T0022789,0,,0.99
T0022790,0,,0.51
T0022791,0,,0.67
T0022792,0,,0.07
T0022793,0,,0.56
T0022794,0,,0.25
T0022795,0,,0.82
T0022796,0,,0.79
T0022797,0,,0.43
T0022798,0,,0.54
T0022799,0,,0.64
T0022800,0,,0.74
T0022801,0,,0.19
T0022802,0,,0.58
T0022803,0,,0.91
T0022804,0,,0.6
T0022805,0,,0.25
T0022806,0,,0.88
T0022807,0,,0.44
T0022808,0,,0.28
T0022809,0,,0.49
T0022810,0,,0.63
T0022811,0,,0.86
T0022812,0,,0.36
T0022813,0,,0.26
T0022814,0,,0.1
T0022815,0,,0.64
T0022816,0,,0.98
T0022817,0,,0.67
T0022818,0,,0.28
T0022819,0,,0.47
T0022820,0,,0.26
T0022821,0,,0.64
T0022822,0,,0.42
T0022823,0,,0.18
T0022824,0,,0.26
T0022825,0,,0.08
T0022826,1,High risk transaction,0.78
T0022827,0,,0.3
T0022828,0,,0.31
T0022829,0,,0.42
T0022830,0,,0.31
T0022831,0,,0.66
T0022832,0,,0.28
T0022833,0,,0.04
T0022834,0,,0.47
T0022835,0,,0.34
T0022836,0,,0.28
T0022837,0,,0.33
T0022838,0,,0.14
T0022839,0,,0.6
T0022840,0,,0.36
T0022841,0,,0.49
T0022842,0,,0.47
T0022843,0,,0.97
T0022844,0,,0.42
T0022845,0,,0.54
T0022846,0,,0.03
T0022847,1,High risk transaction,0.88
T0022848,0,,0.13
T0022849,0,,0.78
T0022850,0,,0.18
T0022851,0,,0.89
T0022852,0,,0.85
T0022853,0,,0.1
T0022854,0,,0.78
T0022855,0,,0.64
T0022856,0,,0.62
T0022857,0,,0.95
T0022858,0,,0.63
T0022859,0,,0.06
T0022860,0,,0.64
T0022861,0,,0.89
T0022862,0,,0.58
T0022863,0,,0.02
T0022864,0,,0.49
T0022865,0,,0.73
T0022866,0,,0.74
T0022867,1,High risk transaction,0.71
T0022868,0,,0.64
T0022869,0,,0.56
T0022870,0,,0.75
T0022871,0,,0.14
T0022872,0,,0.11
T0022873,0,,0.99
T0022874,0,,0.87
T0022875,0,,0.63
T0022876,0,,0.99
T0022877,0,,0.42
T0022878,0,,0.23
T0022879,0,,0.52
T0022880,0,,0.96
T0022881,0,,0.92
T0022882,0,,0.27
T0022883,0,,0.24
T0022884,0,,0.86
T0022885,0,,0.24
T0022886,0,,0.98
T0022887,0,,0.83
T0022888,0,,0.79
T0022889,0,,0.89
T0022890,0,,0.65
T0022891,0,,0.21
T0022892,0,,0.83
T0022893,0,,0.87
T0022894,0,,0.76
T0022895,0,,0.37
T0022896,0,,0.62
T0022897,0,,0.05
T0022898,0,,0.12
T0022899,0,,0.8
T0022900,0,,0.24
T0022901,0,,0.39
T0022902,0,,0.27
T0022903,0,,0.23
T0022904,0,,0
T0022905,0,,0.94
T0022906,0,,0.36
T0022907,0,,0.09
T0022908,0,,0.96
T0022909,0,,0.09
T0022910,0,,0.12
T0022911,0,,0.92
T0022912,0,,0.54
T0022913,0,,0.39
T0022914,0,,0.18
T0022915,0,,0.66
T0022916,0,,0.26
T0022917,0,,0.79
T0022918,1,High risk transaction,0.8
T0022919,1,High risk transaction,0.92
T0022920,0,,0.11
T0022921,0,,0.28
T0022922,0,,0.91
T0022923,0,,0.13
T0022924,0,,0.07
T0022925,0,,0.1
T0022926,0,,0.92
T0022927,0,,0.65
T0022928,0,,0.5
T0022929,0,,0.2
T0022930,0,,0.44
T0022931,0,,0.63
T0022932,0,,0.68
T0022933,0,,0.61
T0022934,0,,0.83
T0022935,0,,0.16
T0022936,0,,0.29
T0022937,1,Multiple failed attempts,0.23
T0022938,0,,0.61
T0022939,1,High risk transaction,0.75
T0022940,0,,0.91
T0022941,0,,0.55
T0022942,0,,0.3
T0022943,0,,0.94
T0022944,0,,0.68
T0022945,0,,0.97
T0022946,0,,0.14
T0022947,0,,0.95
T0022948,0,,0.11
T0022949,0,,0.86
T0022950,0,,0.01
T0022951,0,,0.4
T0022952,0,,0.71
T0022953,0,,0.33
T0022954,0,,0.02
T0022955,0,,0.79
T0022956,0,,0.23
T0022957,0,,0.42
T0022958,0,,0.21
T0022959,0,,0.56
T0022960,0,,0.73
T0022961,0,,0.57
T0022962,0,,0.25
T0022963,0,,0.21
T0022964,0,,0.25
T0022965,0,,0.55
T0022966,0,,0.48
T0022967,0,,0.01
T0022968,0,,0.91
T0022969,0,,0.54
T0022970,0,,0.13
T0022971,0,,0.66
T0022972,0,,0.19
T0022973,0,,0.45
T0022974,0,,0.04
T0022975,0,,0.72
T0022976,0,,0.33
T0022977,0,,0.56
T0022978,0,,0.66
T0022979,0,,0.85
T0022980,0,,0.19
T0022981,0,,0.01
T0022982,0,,0.75
T0022983,0,,0.48
T0022984,0,,0.36
T0022985,0,,0.42
T0022986,0,,0.48
T0022987,0,,0.49
T0022988,0,,0.77
T0022989,0,,0.25
T0022990,0,,0.95
T0022991,1,High risk transaction,0.88
T0022992,0,,0.07
T0022993,0,,0.4
T0022994,0,,0.25
T0022995,0,,0.71
T0022996,0,,0.84
T0022997,0,,0.55
T0022998,0,,0.98
T0022999,0,,0.33
T0023000,0,,0.72
T0023001,0,,0.83
T0023002,0,,0.69
T0023003,0,,0.34
T0023004,0,,0.19
T0023005,1,High risk transaction,0.94
T0023006,0,,0.59
T0023007,0,,0.35
T0023008,1,High risk transaction,0.85
T0023009,0,,0.75
T0023010,0,,0.34
T0023011,0,,1
T0023012,0,,0.46
T0023013,0,,0.58
T0023014,0,,0.29
T0023015,1,High risk transaction,0.78
T0023016,0,,0.8
T0023017,0,,0.95
T0023018,0,,0.23
T0023019,0,,0.84
T0023020,0,,0.03
T0023021,0,,0.9
T0023022,0,,0.61
T0023023,0,,0.74
T0023024,0,,0.99
T0023025,0,,0.69
T0023026,0,,0.07
T0023027,0,,0.72
T0023028,0,,0.6
T0023029,0,,0.65
T0023030,0,,0.48
T0023031,0,,0.55
T0023032,0,,0.81
T0023033,0,,0.63
T0023034,0,,0.79
T0023035,0,,0.58
T0023036,0,,0.62
T0023037,0,,0.52
T0023038,0,,0.03
T0023039,0,,0.61
T0023040,0,,0.47
T0023041,0,,0.39
T0023042,0,,0.95
T0023043,0,,0.13
T0023044,0,,0.2
T0023045,0,,0.85
T0023046,0,,0.45
T0023047,0,,0.28
T0023048,0,,0.41
T0023049,0,,0.41
T0023050,0,,0.3
T0023051,0,,0.53
T0023052,0,,0.85
T0023053,0,,0.35
T0023054,0,,0.59
T0023055,0,,0.53
T0023056,0,,0.35
T0023057,0,,0.6
T0023058,0,,0.84
T0023059,0,,0.26
T0023060,0,,0.33
T0023061,0,,0.77
T0023062,0,,0.98
T0023063,0,,0.78
T0023064,0,,0.79
T0023065,0,,0.79
T0023066,0,,0.37
T0023067,0,,0.41
T0023068,0,,0.5
T0023069,0,,0.09
T0023070,0,,0.35
T0023071,0,,0.85
T0023072,0,,0.84
T0023073,0,,0.9
T0023074,0,,0.79
T0023075,0,,0.87
T0023076,0,,0.74
T0023077,0,,0.36
T0023078,0,,0.36
T0023079,0,,0.3
T0023080,0,,0.18
T0023081,0,,0.14
T0023082,0,,0.93
T0023083,0,,0.82
T0023084,0,,0.75
T0023085,0,,0.95
T0023086,0,,0.02
T0023087,0,,0.3
T0023088,0,,0.63
T0023089,0,,0.43
T0023090,1,High risk transaction,0.98
T0023091,0,,0.9
T0023092,0,,0.18
T0023093,0,,0.86
T0023094,0,,0.11
T0023095,0,,0.39
T0023096,0,,0.39
T0023097,0,,0.94
T0023098,0,,0.27
T0023099,0,,0.02
T0023100,0,,0.65
T0023101,1,High risk transaction,0.8
T0023102,0,,0.25
T0023103,0,,0.61
T0023104,0,,0.34
T0023105,0,,0.92
T0023106,0,,0.1
T0023107,0,,0.45
T0023108,0,,0.82
T0023109,0,,0.08
T0023110,0,,0.18
T0023111,0,,0.24
T0023112,0,,0.29
T0023113,0,,0.76
T0023114,0,,0.48
T0023115,0,,0.45
T0023116,0,,0.79
T0023117,0,,0.32
T0023118,0,,0.57
T0023119,0,,0.88
T0023120,0,,0.09
T0023121,0,,0.67
T0023122,0,,0.53
T0023123,0,,0.95
T0023124,0,,0.09
T0023125,0,,0.38
T0023126,0,,0.63
T0023127,0,,0.36
T0023128,0,,0.39
T0023129,0,,0.86
T0023130,0,,0.14
T0023131,0,,0.17
T0023132,0,,0.57
T0023133,0,,0.38
T0023134,0,,0.66
T0023135,0,,0.35
T0023136,0,,0.07
T0023137,0,,0.6
T0023138,0,,0.1
T0023139,0,,0.85
T0023140,1,High risk transaction,0.89
T0023141,0,,0.48
T0023142,0,,0.7
T0023143,0,,0.16
T0023144,0,,0.88
T0023145,0,,0.44
T0023146,0,,0.24
T0023147,0,,0.62
T0023148,1,High risk transaction,0.91
T0023149,0,,0.28
T0023150,0,,0.77
T0023151,0,,0.44
T0023152,0,,0.8
T0023153,0,,0.25
T0023154,0,,0.53
T0023155,0,,0.92
T0023156,0,,0.68
T0023157,0,,0.82
T0023158,1,High risk transaction,0.81
T0023159,0,,0.12
T0023160,0,,0.96
T0023161,0,,0.16
T0023162,0,,0.11
T0023163,0,,0.15
T0023164,0,,0.54
T0023165,1,High risk transaction,0.85
T0023166,1,Multiple failed attempts,0.07
T0023167,0,,0.55
T0023168,0,,0.92
T0023169,0,,0.34
T0023170,0,,0.74
T0023171,0,,0.91
T0023172,0,,0.49
T0023173,0,,0.16
T0023174,0,,0.14
T0023175,0,,0.56
T0023176,0,,0.9
T0023177,0,,0.98
T0023178,1,High risk transaction,0.76
T0023179,0,,0.28
T0023180,0,,0.56
T0023181,0,,0.39
T0023182,0,,0.58
T0023183,0,,0.05
T0023184,0,,0.54
T0023185,0,,0.51
T0023186,0,,0.36
T0023187,0,,0.04
T0023188,0,,0.34
T0023189,0,,0.86
T0023190,0,,0.49
T0023191,0,,0.87
T0023192,0,,0.75
T0023193,1,High risk transaction,0.84
T0023194,0,,0.16
T0023195,0,,0.62
T0023196,0,,0.57
T0023197,0,,0.24
T0023198,0,,0.64
T0023199,0,,0.13
T0023200,0,,0.21
T0023201,0,,0.64
T0023202,0,,0.41
T0023203,0,,0.47
T0023204,0,,0.52
T0023205,0,,0.17
T0023206,0,,0.27
T0023207,0,,0.7
T0023208,0,,0.77
T0023209,0,,0.21
T0023210,0,,0.82
T0023211,0,,0.03
T0023212,0,,0.35
T0023213,0,,0.86
T0023214,0,,0.89
T0023215,0,,0.87
T0023216,0,,0.17
T0023217,0,,0.76
T0023218,0,,0.73
T0023219,0,,0.73
T0023220,0,,0.43
T0023221,0,,0.84
T0023222,0,,0.84
T0023223,0,,0.57
T0023224,0,,0.38
T0023225,0,,0.5
T0023226,0,,0.29
T0023227,0,,0.67
T0023228,0,,0.97
T0023229,0,,0.11
T0023230,0,,0.91
T0023231,0,,0.77
T0023232,0,,0.45
T0023233,0,,0.94
T0023234,0,,0.69
T0023235,0,,0.09
T0023236,0,,0.13
T0023237,0,,0.74
T0023238,0,,0.42
T0023239,0,,0.61
T0023240,0,,0.89
T0023241,0,,0.91
T0023242,0,,0.67
T0023243,0,,0.27
T0023244,0,,0.08
T0023245,0,,0.26
T0023246,0,,0.49
T0023247,0,,0.42
T0023248,0,,0.36
T0023249,0,,0.18
T0023250,0,,0.13
T0023251,0,,0.66
T0023252,0,,0.14
T0023253,1,High risk transaction,0.84
T0023254,0,,0.23
T0023255,0,,0.13
T0023256,0,,0.03
T0023257,0,,0.6
T0023258,0,,0.9
T0023259,0,,0.54
T0023260,0,,0.76
T0023261,0,,0.72
T0023262,0,,0.08
T0023263,0,,0.68
T0023264,0,,0.53
T0023265,1,High risk transaction,0.82
T0023266,0,,0.58
T0023267,0,,0.43
T0023268,0,,0.23
T0023269,0,,0.92
T0023270,0,,0.15
T0023271,0,,0.35
T0023272,0,,0.22
T0023273,0,,0.21
T0023274,1,Multiple failed attempts,0.97
T0023275,0,,0.63
T0023276,0,,0.17
T0023277,0,,0.91
T0023278,0,,0.18
T0023279,0,,0.67
T0023280,0,,0.19
T0023281,0,,0.33
T0023282,0,,0.6
T0023283,0,,0.58
T0023284,0,,0.79
T0023285,0,,0.36
T0023286,0,,0.34
T0023287,0,,0.42
T0023288,0,,0.65
T0023289,1,High risk transaction,0.71
T0023290,0,,0.38
T0023291,0,,0.31
T0023292,0,,0.48
T0023293,0,,0.85
T0023294,0,,0.61
T0023295,1,Multiple failed attempts,0.97
T0023296,0,,0.09
T0023297,0,,0.52
T0023298,0,,0.09
T0023299,0,,0.99
T0023300,0,,0.11
T0023301,0,,0.41
T0023302,0,,0.82
T0023303,0,,0.3
T0023304,0,,0.63
T0023305,0,,0.14
T0023306,0,,0.13
T0023307,0,,0.14
T0023308,0,,0.38
T0023309,0,,0.28
T0023310,1,High risk transaction,0.97
T0023311,0,,0.29
T0023312,0,,0.25
T0023313,0,,0.54
T0023314,0,,0.15
T0023315,0,,0.23
T0023316,0,,0.58
T0023317,0,,0.51
T0023318,0,,0.53
T0023319,1,High risk transaction,0.83
T0023320,0,,0.28
T0023321,0,,0.75
T0023322,0,,0.18
T0023323,0,,0.69
T0023324,0,,0.85
T0023325,0,,0.23
T0023326,0,,0.77
T0023327,0,,0.92
T0023328,0,,0.3
T0023329,0,,0.93
T0023330,0,,0.66
T0023331,0,,0.42
T0023332,0,,0.86
T0023333,0,,0.84
T0023334,0,,0.92
T0023335,0,,0.32
T0023336,0,,0.22
T0023337,0,,0.53
T0023338,0,,0.01
T0023339,0,,0.88
T0023340,0,,0.25
T0023341,0,,0.22
T0023342,0,,0.54
T0023343,0,,0
T0023344,1,High risk transaction,0.74
T0023345,0,,0.79
T0023346,0,,0.88
T0023347,0,,0.56
T0023348,0,,0.57
T0023349,0,,0.22
T0023350,0,,0.29
T0023351,0,,0.25
T0023352,1,High risk transaction,0.8
T0023353,0,,0.76
T0023354,0,,0.97
T0023355,0,,0.33
T0023356,0,,0.52
T0023357,0,,0.08
T0023358,0,,0.97
T0023359,0,,0.47
T0023360,0,,0.67
T0023361,0,,0.64
T0023362,0,,0.81
T0023363,0,,0.79
T0023364,0,,0.96
T0023365,0,,0.52
T0023366,0,,0.94
T0023367,0,,0.81
T0023368,0,,0.73
T0023369,0,,0.22
T0023370,0,,0.48
T0023371,0,,0.33
T0023372,0,,0.48
T0023373,0,,0.79
T0023374,0,,0.65
T0023375,0,,0.42
T0023376,0,,0.46
T0023377,0,,0.53
T0023378,0,,0.6
T0023379,0,,0.1
T0023380,0,,0.37
T0023381,0,,0.58
T0023382,0,,0.7
T0023383,0,,0.88
T0023384,0,,0.9
T0023385,0,,0.66
T0023386,0,,1
T0023387,0,,0.1
T0023388,0,,0.79
T0023389,0,,0.61
T0023390,0,,0.44
T0023391,0,,0.71
T0023392,0,,0.82
T0023393,0,,0.07
T0023394,0,,0.54
T0023395,0,,0.46
T0023396,0,,0.63
T0023397,0,,0.78
T0023398,0,,0.3
T0023399,0,,0.25
T0023400,0,,0.54
T0023401,0,,0.67
T0023402,0,,0.45
T0023403,0,,0.08
T0023404,0,,0.1
T0023405,0,,0.63
T0023406,0,,0.83
T0023407,0,,0.5
T0023408,0,,0.49
T0023409,0,,0.69
T0023410,0,,0.44
T0023411,0,,0.88
T0023412,0,,0.56
T0023413,0,,0.19
T0023414,0,,0.46
T0023415,0,,0.43
T0023416,0,,0.46
T0023417,0,,0.57
T0023418,0,,0.39
T0023419,0,,0.07
T0023420,0,,0.79
T0023421,0,,0.74
T0023422,0,,0.66
T0023423,0,,0.33
T0023424,0,,0.75
T0023425,0,,0.76
T0023426,0,,0.32
T0023427,0,,0.44
T0023428,0,,0.25
T0023429,1,High risk transaction,0.88
T0023430,0,,0.46
T0023431,0,,0.62
T0023432,0,,0.81
T0023433,0,,0.54
T0023434,1,High risk transaction,0.98
T0023435,0,,0.24
T0023436,0,,0.36
T0023437,0,,0.61
T0023438,0,,0.13
T0023439,0,,0.2
T0023440,0,,0.84
T0023441,0,,0.15
T0023442,0,,0.36
T0023443,0,,0.67
T0023444,0,,0.87
T0023445,0,,0.26
T0023446,0,,0.61
T0023447,0,,0.38
T0023448,0,,0.81
T0023449,0,,0.13
T0023450,0,,0.58
T0023451,0,,0.54
T0023452,0,,0.41
T0023453,0,,0.49
T0023454,0,,0.65
T0023455,0,,0.31
T0023456,0,,0.08
T0023457,0,,0.27
T0023458,0,,0.84
T0023459,0,,0.46
T0023460,0,,0.72
T0023461,1,High risk transaction,0.91
T0023462,0,,0.38
T0023463,0,,0.7
T0023464,0,,0.46
T0023465,0,,0.17
T0023466,0,,0.22
T0023467,0,,0.74
T0023468,0,,0.91
T0023469,0,,0.45
T0023470,0,,0.11
T0023471,0,,0.23
T0023472,0,,0.31
T0023473,0,,0.23
T0023474,0,,0.54
T0023475,0,,0.23
T0023476,0,,0.87
T0023477,0,,0.52
T0023478,0,,0.46
T0023479,0,,0.61
T0023480,0,,0.67
T0023481,0,,0.23
T0023482,1,High risk transaction,0.71
T0023483,0,,0.68
T0023484,0,,0.66
T0023485,0,,0.28
T0023486,0,,0.95
T0023487,0,,0.72
T0023488,0,,0.63
T0023489,0,,0.78
T0023490,0,,0.4
T0023491,1,High risk transaction,0.94
T0023492,0,,0.85
T0023493,0,,0.01
T0023494,0,,0.77
T0023495,0,,0.3
T0023496,0,,0.59
T0023497,0,,0.68
T0023498,0,,0.03
T0023499,0,,0.61
T0023500,0,,0.84
T0023501,0,,0.61
T0023502,0,,0.35
T0023503,0,,0.18
T0023504,0,,0.46
T0023505,0,,0.46
T0023506,0,,0.65
T0023507,1,High risk transaction,0.95
T0023508,0,,0.08
T0023509,0,,0.73
T0023510,0,,0.49
T0023511,0,,0.9
T0023512,0,,0.11
T0023513,0,,0.1
T0023514,0,,0.56
T0023515,0,,0.13
T0023516,0,,0.48
T0023517,0,,0.5
T0023518,0,,0.98
T0023519,0,,0.88
T0023520,0,,0.71
T0023521,0,,0.48
T0023522,0,,0.62
T0023523,0,,0.67
T0023524,0,,0.95
T0023525,0,,0.41
T0023526,1,High risk transaction,1
T0023527,1,Multiple failed attempts,0.84
T0023528,0,,0.31
T0023529,0,,0.97
T0023530,0,,0.87
T0023531,0,,0.39
T0023532,0,,0.89
T0023533,0,,0.87
T0023534,0,,0.25
T0023535,0,,0.88
T0023536,1,High risk transaction,0.83
T0023537,0,,0.01
T0023538,1,High risk transaction,0.84
T0023539,0,,0.84
T0023540,0,,0.71
T0023541,0,,0.87
T0023542,0,,0.4
T0023543,0,,0.11
T0023544,0,,0.24
T0023545,0,,0.38
T0023546,0,,0.45
T0023547,0,,0.65
T0023548,0,,0.6
T0023549,0,,0.5
T0023550,0,,0.98
T0023551,0,,0.87
T0023552,0,,0.22
T0023553,0,,0.31
T0023554,0,,0.95
T0023555,0,,0.51
T0023556,0,,0.66
T0023557,0,,0.79
T0023558,0,,0.13
T0023559,0,,0.65
T0023560,0,,0.9
T0023561,0,,0.3
T0023562,0,,0.54
T0023563,0,,0
T0023564,0,,0.13
T0023565,0,,0.39
T0023566,0,,0.34
T0023567,0,,0.54
T0023568,0,,0.07
T0023569,0,,0.27
T0023570,0,,0.34
T0023571,0,,0.19
T0023572,1,High risk transaction,0.76
T0023573,0,,0.05
T0023574,0,,0.41
T0023575,1,High risk transaction,0.79
T0023576,0,,0.31
T0023577,0,,0.17
T0023578,0,,0.53
T0023579,0,,0.73
T0023580,1,High risk transaction,1
T0023581,0,,0.02
T0023582,0,,0.18
T0023583,0,,0.49
T0023584,0,,0.62
T0023585,0,,0.43
T0023586,0,,0.39
T0023587,0,,0.21
T0023588,0,,0.37
T0023589,0,,0.08
T0023590,0,,0.88
T0023591,0,,0.84
T0023592,1,High risk transaction,0.76
T0023593,0,,0.87
T0023594,0,,0.18
T0023595,0,,0.39
T0023596,0,,0.26
T0023597,0,,0.24
T0023598,0,,0.21
T0023599,0,,0.54
T0023600,0,,0.89
T0023601,0,,0.9
T0023602,0,,0.97
T0023603,0,,0.54
T0023604,0,,0.23
T0023605,0,,0.66
T0023606,0,,0.51
T0023607,0,,0.54
T0023608,0,,0.28
T0023609,0,,0.43
T0023610,0,,0.02
T0023611,0,,0.54
T0023612,0,,0.93
T0023613,0,,0.95
T0023614,0,,0.5
T0023615,0,,0.42
T0023616,0,,0.4
T0023617,0,,0.15
T0023618,0,,0.55
T0023619,0,,0.51
T0023620,0,,0.28
T0023621,0,,0.15
T0023622,0,,0.95
T0023623,0,,0.26
T0023624,0,,0.31
T0023625,0,,0
T0023626,0,,0.15
T0023627,0,,0.66
T0023628,0,,0.2
T0023629,0,,0.89
T0023630,0,,0.55
T0023631,0,,0.74
T0023632,0,,0.4
T0023633,1,Multiple failed attempts,0.38
T0023634,0,,0.15
T0023635,0,,0.54
T0023636,0,,0.39
T0023637,0,,0.4
T0023638,0,,0.78
T0023639,0,,0.47
T0023640,0,,0.21
T0023641,0,,0.59
T0023642,0,,0.71
T0023643,0,,0.64
T0023644,0,,0.47
T0023645,0,,0.28
T0023646,0,,0.19
T0023647,0,,0.75
T0023648,0,,0.85
T0023649,0,,0.25
T0023650,0,,0.51
T0023651,0,,0.1
T0023652,0,,0.32
T0023653,0,,0.01
T0023654,0,,0.52
T0023655,0,,0.74
T0023656,0,,0.09
T0023657,0,,0.06
T0023658,0,,0.38
T0023659,0,,0.78
T0023660,0,,0.98
T0023661,0,,0
T0023662,0,,0.8
T0023663,0,,0.48
T0023664,0,,0.76
T0023665,0,,0.33
T0023666,0,,0.99
T0023667,0,,0.73
T0023668,0,,0.44
T0023669,0,,0.08
T0023670,0,,0.14
T0023671,1,High risk transaction,0.74
T0023672,0,,0.74
T0023673,0,,0.28
T0023674,0,,0.66
T0023675,0,,0.03
T0023676,0,,0.31
T0023677,0,,0.76
T0023678,1,High risk transaction,0.73
T0023679,0,,0.96
T0023680,0,,0.04
T0023681,0,,0.8
T0023682,0,,0.84
T0023683,0,,0.07
T0023684,0,,0.17
T0023685,0,,0.8
T0023686,0,,0.29
T0023687,0,,0.7
T0023688,1,High risk transaction,0.98
T0023689,0,,0.13
T0023690,1,High risk transaction,0.73
T0023691,0,,0.77
T0023692,0,,0.55
T0023693,0,,0.49
T0023694,0,,0.89
T0023695,0,,0.04
T0023696,0,,0.13
T0023697,0,,0.94
T0023698,0,,0.32
T0023699,0,,0.23
T0023700,0,,0.97
T0023701,1,High risk transaction,0.94
T0023702,0,,0.63
T0023703,0,,0.42
T0023704,1,High risk transaction,0.99
T0023705,0,,0.64
T0023706,0,,0.81
T0023707,0,,0.48
T0023708,0,,0.83
T0023709,0,,0.55
T0023710,0,,0.95
T0023711,0,,0.11
T0023712,0,,0.68
T0023713,0,,0.87
T0023714,0,,0.77
T0023715,0,,0.12
T0023716,0,,0.02
T0023717,0,,0.46
T0023718,0,,0.94
T0023719,0,,0.46
T0023720,0,,0.91
T0023721,0,,0.74
T0023722,0,,0.2
T0023723,0,,0.18
T0023724,0,,0.39
T0023725,0,,0.15
T0023726,0,,0.92
T0023727,0,,0.4
T0023728,0,,0.04
T0023729,0,,0.07
T0023730,0,,0.21
T0023731,0,,0.92
T0023732,0,,0.45
T0023733,0,,0.28
T0023734,0,,0.87
T0023735,0,,0.75
T0023736,0,,0.25
T0023737,0,,0.19
T0023738,0,,0.85
T0023739,0,,0.75
T0023740,0,,0.34
T0023741,0,,0.02
T0023742,0,,0.58
T0023743,0,,0.98
T0023744,0,,0.68
T0023745,0,,0.39
T0023746,0,,0.72
T0023747,0,,0.31
T0023748,0,,0.51
T0023749,1,High risk transaction,0.98
T0023750,0,,0.04
T0023751,0,,0.17
T0023752,0,,0.73
T0023753,0,,0.33
T0023754,0,,0.34
T0023755,0,,0.9
T0023756,0,,0.45
T0023757,0,,0.29
T0023758,0,,0.45
T0023759,0,,0.88
T0023760,0,,0.84
T0023761,1,Multiple failed attempts,0.58
T0023762,0,,0
T0023763,0,,0.5
T0023764,0,,0.92
T0023765,0,,0.44
T0023766,0,,0.09
T0023767,0,,0.7
T0023768,0,,0.32
T0023769,0,,0.96
T0023770,0,,0.81
T0023771,0,,0.99
T0023772,0,,0.77
T0023773,0,,0.78
T0023774,0,,0.27
T0023775,0,,0.64
T0023776,0,,0.61
T0023777,0,,0.14
T0023778,0,,0.32
T0023779,0,,0.17
T0023780,0,,0.19
T0023781,0,,0.31
T0023782,0,,0.29
T0023783,0,,0.22
T0023784,0,,0.74
T0023785,0,,0.88
T0023786,0,,0.37
T0023787,0,,0.17
T0023788,0,,0.18
T0023789,0,,0.06
T0023790,0,,0.61
T0023791,0,,0.51
T0023792,0,,0.7
T0023793,0,,0.78
T0023794,0,,0.81
T0023795,0,,0.34
T0023796,0,,0.63
T0023797,0,,0.13
T0023798,0,,0.16
T0023799,1,High risk transaction,0.93
T0023800,0,,0.79
T0023801,0,,0.26
T0023802,0,,0.97
T0023803,0,,0.57
T0023804,0,,0.13
T0023805,0,,0.6
T0023806,0,,0.06
T0023807,0,,0.52
T0023808,0,,0.4
T0023809,0,,0.1
T0023810,0,,0.22
T0023811,0,,0.24
T0023812,0,,0.87
T0023813,0,,1
T0023814,0,,0.42
T0023815,0,,0.05
T0023816,0,,0.54
T0023817,0,,0.63
T0023818,0,,0.1
T0023819,0,,0.99
T0023820,0,,0.94
T0023821,0,,0.42
T0023822,0,,0.63
T0023823,0,,0.09
T0023824,0,,0.72
T0023825,0,,0.35
T0023826,0,,0.26
T0023827,0,,0.56
T0023828,1,High risk transaction,1
T0023829,0,,0.35
